scr_selcode,sub_name,scr_credit,scj_scr_mso,cls_name,scr_period,scr_precnt,scr_acptcnt,scr_remarks
3025,體育－攀岩,1,選修,體育選修,(二)08-09 體館131(攀岩塔) 張宜正,40,32,上課地點：攀岩場，謝絕旁聽生。
3026,體育－攀岩,1,選修,體育選修,(三)08-09 體館131(攀岩塔) 張宜正,40,35,上課地點：攀岩場，謝絕旁聽生。
3027,體育－撞球,1,選修,體育選修,(三)01-02 未排教室 楊偉鈞,40,33,校外上課(國手撞球場)，需自費，謝絕旁聽生。
3028,體育－撞球,1,選修,體育選修,(三)03-04 未排教室 楊偉鈞,40,35,校外上課(國手撞球場)，需自費，謝絕旁聽生。
3029,體育－撞球,1,選修,體育選修,(二)01-02 未排教室 楊璁人,40,36,校外上課(國手撞球場)，需自費，謝絕旁聽生。
3030,體育－撞球,1,選修,體育選修,(二)03-04 未排教室 楊璁人,40,38,校外上課(國手撞球場)，需自費，謝絕旁聽生。
3031,體育－瑜珈,1,選修,體育選修,(二)06-07 體館202(第二舞蹈室) 劉品坊,50,46,上課地點：第二舞蹈教室(體育館二樓)，謝絕旁聽生。
3032,體育－瑜珈,1,選修,體育選修,(四)01-02 體館201(第一舞蹈室) 吳孟玳,50,23,上課地點：第一舞蹈教室(體育館二樓)，謝絕旁聽生。
3033,體育－瑜珈,1,選修,體育選修,(四)03-04 體館201(第一舞蹈室) 吳孟玳,50,41,上課地點：第一舞蹈教室(體育館二樓)，謝絕旁聽生。
3034,體育－飛輪有氧,1,選修,體育選修,(二)03-04 體館601(飛輪健身室) 汪在莒,44,43,上課地點：體館六樓飛輪教室，需換穿乾淨運動鞋，謝絕旁聽生。
3035,體育－飛輪有氧,1,選修,體育選修,(四)03-04 體館601(飛輪健身室) 汪在莒,44,36,上課地點：體館六樓飛輪教室，需換穿乾淨運動鞋，謝絕旁聽生。
3036,體育－桌球,1,選修,體育選修,(二)03-04 體館503(桌球室) 楊霩晨,50,40,上課地點：體育館五樓桌球室，謝絕旁聽生。
3037,體育－桌球,1,選修,體育選修,(三)06-07 體館503(桌球室) 王鈞逸,50,43,上課地點：體育館五樓桌球室，謝絕旁聽生。
3038,體育－桌球,1,選修,體育選修,(三)08-09 體館503(桌球室) 王鈞逸,50,44,上課地點：體育館五樓桌球室，謝絕旁聽生。
3039,體育－桌球,1,選修,體育選修,(一)03-04 體館503(桌球室) 趙宸紳,50,37,上課地點：體育館五樓桌球室，謝絕旁聽生。
3040,體育－排球,1,選修,體育選修,(二)01-02 體館301(主球場) 簡偉倫,60,53,上課地點：體育館三樓主球場，謝絕旁聽生。
3041,體育－排球,1,選修,體育選修,(二)03-04 體館301(主球場) 簡偉倫,60,58,上課地點：體育館三樓主球場，謝絕旁聽生。
3042,體育－排球,1,選修,體育選修,(二)06-07 體館301(主球場) 陳銘鐘,60,56,上課地點：體育館三樓主球場，謝絕旁聽生。
3043,體育－排球,1,選修,體育選修,(三)03-04 體館301(主球場) 林金杉,60,49,上課地點：體育館三樓主球場，謝絕旁聽生。
3044,體育－排球,1,選修,體育選修,(四)08-09 體館301(主球場) 張宜正,60,49,上課地點：體育館三樓主球場，謝絕旁聽生。
3045,體育－籃球,1,選修,體育選修,(四)06-07 體館101(多功能球場) 陳明宏,60,48,上課地點：體育館一樓球場，謝絕旁聽生。
3046,體育－籃球,1,選修,體育選修,(四)08-09 體館101(多功能球場) 陳明宏,60,52,上課地點：體育館一樓球場，謝絕旁聽生。
3047,體育－籃球,1,選修,體育選修,(二)08-09 體館101(多功能球場) 張景星,60,58,課地點：體育館一樓球場，謝絕旁聽生。
3048,體育－籃球,1,選修,體育選修,(三)08-09 體館101(多功能球場) 盧廷峻,60,35,上課地點：體育館一樓球場，謝絕旁聽生。
3049,體育－羽球,1,選修,體育選修,(一)06-07 體館301(主球場) 趙宸紳,60,58,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
,,,,,,,,
,,,,,,,,
3050,體育－羽球,1,選修,體育選修,(一)08-09 體館301(主球場) 趙宸紳,60,55,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
,,,,,,,,
3051,體育－羽球,1,選修,體育選修,(一)01-02 體館301(主球場) 劉承勇,60,50,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
,,,,,,,,
3052,體育－羽球,1,選修,體育選修,(一)03-04 體館301(主球場) 劉承勇,60,55,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
3053,體育－羽球,1,選修,體育選修,(三)06-07 體館301(主球場) 黃正一,60,57,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
3054,體育－羽球,1,選修,體育選修,(三)08-09 體館301(主球場) 黃正一,60,55,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
,,,,,,,,
,,,,,,,,
3055,體育－羽球,1,選修,體育選修,(五)01-02 體館301(主球場) 謝沛蓁,60,47,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
,,,,,,,,
,,,,,,,,
3056,體育－羽球,1,選修,體育選修,(五)03-04 體館301(主球場) 謝沛蓁,60,49,"上課地點：體育館三樓球場，修課學生需自備羽球及羽球拍,謝絕旁聽生。"
,,,,,,,,
3057,工程數學(二),3,必修,綜合班,(一)06-08 科航205 陳冠宏,80,83,
3058,中級會計學(二),4,必修,綜合班,(一)11-14 忠305 連志剛,100,103,須同班修習「中級會計學(二)實習」課
3059,中級會計學(二)實習,0,必修,綜合班,(四)11-12 忠305 林柏豪,100,103,須同班修習「中級會計學(二)」正課
3060,計算機概論實習(二),1,必修,綜合班,(一)11-12 電通B03 梁詩婷,60,69,
3061,高等會計學(二),3,必修,綜合班,(三)11-13 商406 陳品如,60,33,
3062,統計學(二),3,必修,綜合班,(五)10-12 商103 吳榮彬,60,20,
3063,單元操作(一),3,必修,綜合班,(二)11-13 理407 曾琮瑋,80,76,
3065,會計學(二),3,必修,綜合班,(三)11-13 商103 李滿春,60,54,須同班修習選課代號3067「會計學(二)實習」課
3067,會計學(二)實習,0,必修,綜合班,(二)11-12 商405,60,54,須同班修習選課代號3065「會計學(二)」正課
3068,管理科學,3,必修,綜合班,(一)08     商304 (一)09-10 商301(電腦實習室) 仇介民,68,46,正課與實習課需同班修習
3069,管理科學實習,0,必修,綜合班,(三)01     商205,68,46,正課與實習課需同班修習
3070,線性控制系統(二),3,必修,綜合班,(四)11-13 資電107 洪三山,60,14, 
3071,質能均衡,3,必修,綜合班,(一)06-08 學519 張振昌,80,57,
3072,資訊網路,2,必修,綜合班,"(四)09-10 商301(電腦實習室) 仇介民,張芳凱",68,42,
3073,物件導向設計,2,選修,綜合班,(一)10     資電403 (二)08     資電403 陳錫民,60,41,
3074,物件導向設計實習,1,選修,綜合班,(二)09-10 資電234(電腦實習室) 陳錫民,60,41,
3075,微積分(一),3,必修,綜合班(微積分),(一)11-13 忠304 郭登堯,106,125,工三組微積分(一)，各學院重補修生均可修習，但以工科、資電學院及土木、水利系之大四及延畢生優先。
3076,微積分(一),3,必修,綜合班(微積分),(三)11-13 忠305 楊懿淑,106,41,商三組微積分(一)，限商、金融學院及運管系重補修生修習，但以應屆畢業生、國貿全英大三生及延修生優先。
3077,微積分(二),3,必修,綜合班(微積分),(三)11-13 忠304 方瓊菀,106,105,工三組微積分(二)，各學院重補修生均可修習，但以工科、資電學院及土木、水利系之大四及延畢生優先。
3079,大學基礎英文(二)初級,2,必修,商英A班,(三)01-02 人708 王柏婷,30,31,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3080,大學基礎英文(二)初級,2,必修,商英A班,(三)01-02 人702 廖芳瑜,30,29,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3081,大學基礎英文(二)中級,2,必修,商英A班,(三)01-02 人605 陳函瞳,45,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3082,大學基礎英文(二)中級,2,必修,商英A班,(三)01-02 人503 陳柏軒,45,40,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3083,大學基礎英文(二)中級,2,必修,商英A班,(三)01-02 人607 陳依玲,45,42,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3084,大學基礎英文(二)中級,2,必修,商英A班,(三)01-02 人606 林明洵,45,44,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3085,大學基礎英文(二)中高級,2,必修,商英A班,(三)01-02 人603 蕭碧莉,44,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3086,大學基礎英文(二)中高級,2,必修,商英A班,(三)01-02 人706 董綺安,44,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3087,大學基礎英文(二)中高級,2,必修,商英A班,(三)01-02 人507 李欣怡,44,36,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3088,大學基礎英文(二)中高級,2,必修,商英A班,(三)01-02 人407 張淑英,44,37,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3089,大學基礎英文(二)高級,2,必修,商英A班,(三)01-02 人405 曾羿凱,45,37,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3090,大學基礎英文(二)初級,2,必修,商英B班,(一)03-04 資電B02 王柏婷,30,35,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3091,大學基礎英文(二)中級,2,必修,商英B班,(一)03-04 人505 陳函瞳,45,44,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3092,大學基礎英文(二)中級,2,必修,商英B班,(一)03-04 人706 陳依玲,45,44,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3093,大學基礎英文(二)中級,2,必修,商英B班,(一)03-04 人705 徐惠萍,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3094,大學基礎英文(二)中級,2,必修,商英B班,(一)03-04 人403 樊家瑋,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3095,大學基礎英文(二)中級,2,必修,商英B班,(一)03-04 人407 謝佳穎,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3096,大學基礎英文(二)中級,2,必修,商英B班,(一)03-04 人406 黃振章,45,44,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3097,大學基礎英文(二)中高級,2,必修,商英B班,(一)03-04 人401 張淑英,44,43,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3098,大學基礎英文(二)中高級,2,必修,商英B班,(一)03-04 人504 Janelle Hite,44,43,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3099,大學基礎英文(二)中高級,2,必修,商英B班,(一)03-04 人405 DawnLetourneau,44,41,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3100,大學基礎英文(二)中高級,2,必修,商英B班,(一)03-04 人607 羅美文,44,43,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3101,大學基礎英文(二)中高級,2,必修,商英B班,(一)03-04 人601 林育群,44,42,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3102,大學基礎英文(二)高級,2,必修,商英B班,(一)03-04 人707 曾羿凱,45,47,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3103,大學基礎英文(二)初級,2,必修,工英班,(四)03-04 人708 姚蘭,25,23,初級班。本班不開放加選。
3104,大學基礎英文(二)初級,2,必修,工英班,(四)03-04 人508 楊捷閔,30,26,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3105,大學基礎英文(二)初級,2,必修,工英班,(四)03-04 人402 王柏婷,30,30,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3106,大學基礎英文(二)初級,2,必修,工英班,(四)03-04 人602 廖芳瑜,30,26,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3107,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人704 王鈺琪,30,23,本班為精密學程專班，不開放加選。
3108,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人706 鄭宜玫,30,24,本班為精密學程專班，不開放加選。
3109,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人507 陳柏軒,45,33,本班為纖複系專班，不開放加選。
3110,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人703 實丹尼,45,28,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3111,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人505 陳函瞳,45,27,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3112,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人705 陳秋華,45,28,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3113,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人404 丁之奇,45,28,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3114,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人501 陳秀雯,45,27,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3115,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人607 余詩芸,45,27,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3116,大學基礎英文(二)中級,2,必修,工英班,(四)03-04 人702 林明洵,40,27,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3117,大學基礎英文(二)中高級,2,必修,工英班,(四)03-04 人603 李欣怡,44,35,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3118,大學基礎英文(二)中高級,2,必修,工英班,(四)03-04 人403 林芷瑩,44,40,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3119,大學基礎英文(二)中高級,2,必修,工英班,(四)03-04 人502 劉子瑄,44,35,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3120,大學基礎英文(二)中高級,2,必修,工英班,(四)03-04 人503 林育群,44,34,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3121,大學基礎英文(二)高級,2,必修,工英班,(四)03-04 人608 陳彥京,40,33,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3122,大學基礎英文(二)初級,2,必修,建設英班,(三)03-04 人502 施惠家,25,20,初級班。本班不開放加選。
3123,大學基礎英文(二)初級,2,必修,建設英班,(三)03-04 人402 楊捷閔,30,29,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3124,大學基礎英文(二)初級,2,必修,建設英班,(三)03-04 人708 王柏婷,30,32,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3125,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人503 陳柏軒,45,42,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3126,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人605 鄭宜玫,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3127,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人606 林明洵,45,44,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3128,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人603 實丹尼,45,43,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3129,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人707 丁之奇,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3130,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人704 吳舜華,45,43,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3131,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 人703 陳依玲,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3132,大學基礎英文(二)中級,2,必修,建設英班,(三)03-04 忠209 黃振章,45,42,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3133,大學基礎英文(二)中高級,2,必修,建設英班,(三)03-04 人706 林芷瑩,44,30,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3134,大學基礎英文(二)中高級,2,必修,建設英班,(三)03-04 人403 林德修,44,32,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3135,大學基礎英文(二)中高級,2,必修,建設英班,(三)03-04 學104 王淑真,44,29,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3136,大學基礎英文(二)中高級,2,必修,建設英班,(三)03-04 人405 劉子瑄,44,29,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3137,大學基礎英文(二)中高級,2,必修,建設英班,(三)03-04 人506 蔡明秀,44,32,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3138,大學基礎英文(二)高級,2,必修,建設英班,(三)03-04 人401 陳彥京,45,42,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3139,大學基礎英文(二)初級,2,必修,理英班,(二)08-09 人402 周惠那,25,21,初級班。本班不開放加選。
3140,大學基礎英文(二)初級,2,必修,理英班,(二)08-09 人408 施惠家,25,20,初級班。本班不開放加選。
3141,大學基礎英文(二)初級,2,必修,理英班,(二)08-09 人602 楊捷閔,30,30,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3142,大學基礎英文(二)初級,2,必修,理英班,(二)08-09 人508 王柏婷,30,31,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3143,大學基礎英文(二)中級,2,必修,理英班,(二)08-09 人506 陳柏軒,45,35,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3144,大學基礎英文(二)中級,2,必修,理英班,(二)08-09 人604 丁之奇,45,37,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3145,大學基礎英文(二)中級,2,必修,理英班,(二)08-09 人701 實丹尼,45,34,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3146,大學基礎英文(二)中級,2,必修,理英班,(二)08-09 人503 陳秋華,45,34,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3147,大學基礎英文(二)中級,2,必修,理英班,(二)08-09 人401 陳依玲,45,33,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3148,大學基礎英文(二)中高級,2,必修,理英班,(二)08-09 人405 林芷瑩,60,39,本班為環科系專班。不開放加選。
3149,大學基礎英文(二)中高級,2,必修,理英班,(二)08-09 人406 劉子瑄,60,54,本班為環科系專班。不開放加選。
3150,大學基礎英文(二)中高級,2,必修,理英班,(二)08-09 人507 王淑真,44,40,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3151,大學基礎英文(二)中高級,2,必修,理英班,(二)08-09 人706 林德修,44,33,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3152,大學基礎英文(二)初級,2,必修,資電英A班,(二)06-07 人602 楊捷閔,30,30,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3153,大學基礎英文(二)中級,2,必修,資電英A班,"(二)06     人402 (二)06     人403 (二)07     人402 (二)07     人403 周惠那,陳秋華",30,32,本班為通訊系專班，不開放加選。
3154,大學基礎英文(二)中級,2,必修,資電英A班,(二)06-07 人403 陳秋華,30,31,本班為通訊系專班，不開放加選。
3155,大學基礎英文(二)中級,2,必修,資電英A班,(二)06-07 人705 董綺安,40,34,本班為AI學程專班，不開放加選。
3156,大學基礎英文(二)中級,2,必修,資電英A班,(二)06-07 人704 陳依玲,45,37,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3157,大學基礎英文(二)中級,2,必修,資電英A班,(二)06-07 人604 劉純秀,45,36,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3158,大學基礎英文(二)中級,2,必修,資電英A班,(二)06-07 人505 鄭宜玫,45,34,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3159,大學基礎英文(二)中級,2,必修,資電英A班,(五)06-07 人403 周惠那,30,30,本班為自控系專班，不開放加選。
3160,大學基礎英文(二)中級,2,必修,資電英A班,(五)06-07 人402 陳秋華,30,30,本班為自控系專班，不開放加選。
3161,大學基礎英文(二)中高級,2,必修,資電英A班,(二)06-07 圖212_資訊素養 王鈺琪,40,33,本班為BIBA專班，不開放加選。
3162,大學基礎英文(二)中高級,2,必修,資電英A班,(二)06-07 人601 張淑英,44,39,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3163,大學基礎英文(二)中高級,2,必修,資電英A班,(二)06-07 人507 王淑真,44,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3164,大學基礎英文(二)中高級,2,必修,資電英A班,(二)06-07 人708 邱幸珍,40,37,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3165,大學基礎英文(二)中高級,2,必修,資電英A班,(二)06-07 人405 陳惠玲,44,39,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3166,大學基礎英文(二)中高級,2,必修,資電英A班,(二)06-07 人401 林懷真,44,36,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3167,大學基礎英文(二)高級,2,必修,資電英A班,(二)06-07 圖213_程式實作 陳彥京,40,31,本班為BIBA專班，不開放加選。
3168,大學基礎英文(二)初級,2,必修,資電英B班,(四)06-07 人604 廖芳瑜,30,32,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3169,大學基礎英文(二)中級,2,必修,資電英B班,(四)06-07 人501 鄭安倫,30,27,本班為電機系專班，不開放加選。
3170,大學基礎英文(二)中級,2,必修,資電英B班,(四)06-07 人502 黃振章,30,27,本班為電機系專班，不開放加選。
3171,大學基礎英文(二)中級,2,必修,資電英B班,(四)06-07 人507 蕭碧莉,60,45,本班為中文系專班。不開放加選。
3172,大學基礎英文(二)中級,2,必修,資電英B班,(四)06-07 人407 實丹尼,45,34,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3173,大學基礎英文(二)中級,2,必修,資電英B班,(四)06-07 人408 林明洵,40,35,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3174,大學基礎英文(二)中級,2,必修,資電英B班,(四)06-07 人607 余詩芸,45,36,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3175,大學基礎英文(二)中高級,2,必修,資電英B班,(四)06-07 人602 林芷瑩,40,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3176,大學基礎英文(二)中高級,2,必修,資電英B班,(四)06-07 人401 王淑真,44,39,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3177,大學基礎英文(二)中高級,2,必修,資電英B班,(四)06-07 人402 DawnLetourneau,40,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3178,大學基礎英文(二)中高級,2,必修,資電英B班,(四)06-07 人704 李心馨,40,39,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3179,大學基礎英文(二)高級,2,必修,資電英B班,(四)06-07 人706 曾羿凱,45,43,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3180,大學基礎英文(二)中級,2,必修,商英C班,(一)01-02 人403 樊家瑋,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3181,大學基礎英文(二)中級,2,必修,商英C班,(一)01-02 人607 羅美文,45,41,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3182,大學基礎英文(二)中級,2,必修,商英C班,(一)01-02 人705 徐惠萍,45,38,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3183,大學基礎英文(二)中級,2,必修,商英C班,(一)01-02 人504 張旭琪,45,41,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3184,大學基礎英文(二)中高級,2,必修,商英C班,(一)01-02 人405 DawnLetourneau,45,39,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3185,大學基礎英文(二)中高級,2,必修,商英C班,(一)01-02 人706 連綺薇,45,45,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3186,大學基礎英文(二)中高級,2,必修,商英C班,(一)01-02 人601 林育群,45,32,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3187,大學基礎英文(二)高級,2,必修,商英C班,(一)01-02 人707 曾羿凱,45,36,重補修生請透過MyFCU中【大一英文重補修生線上選課】系統選課。
3188,大二英文(二),1,必修,大二英文綜合班,"(六)00     未排教室 吳舜華,余詩芸,盧麗桾,劉純秀",999,274,(適用108學年度(含)以前配當之重補修生)大二英文由微學分學習活動組成，每一個活動為0.2學分。微學分學習活動選課注意事項及期程依外語教學中心公告。
3189,專業溝通英文,2,必修,大二英文綜合班,(一)11-12 忠209 徐雁,60,41,限室內設計進修學士班學生修習。
3190,專業溝通英文,2,必修,大二英文綜合班,(一)11-12 土403 周振權,60,58,限營建工程與管理進修學士班學生修習
3191,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 人501 實丹尼,60,32,應數系、會計系甲乙班。適用大一英文中高級以上學生
3192,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 人603 鄭宜玫,60,31,應數系、會計系甲乙班。適用大一英文中高級以上學生。
3193,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 人605 吳舜華,60,51,應數系、會計系甲乙班。適用大一英文初、中級學生。
3194,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 資電108 黃千芬,60,51,應數系、會計系甲乙班。適用大一英文初、中級學生。
3195,專業溝通英文(二),1,必修,大二英文綜合班,(二)07     商409 鄭安倫,60,54,限國貿全英班學生(專班)
3196,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 語206 宋思煌,60,49,應數系、會計系甲乙班。適用大一英文初、中級學生。
3197,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 商305 陳彥京,60,57,金融學院專班(財金系)。適用大一英文中高級以上學生。
3198,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 商311 楊捷閔,60,55,金融學院專班(財金系)。適用大一英文中高級以上學生。
3199,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 資電102 蔡靜玲,60,50,金融學院專班(財金系)。適用大一英文初級、中級學生。
3200,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 人605 吳舜華,60,51,工工系、精密系統設計學位學程、會計丙班。適用大一英文初級、中級學生。
3201,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 人501 鄭安倫,60,29,工工系、精密系統設計學位學程、會計丙班。適用大一英文中高級以上學生。
3202,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 資電108 黃千芬,60,51,工工系、精密系統設計學位學程、會計丙班。適用大一英文初級、中級學生。
3203,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 人603 實丹尼,60,29,工工系、精密系統設計學位學程、會計丙班。適用大一英文中高級以上學生。
3204,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 語206 宋思煌,60,50,工工系、精密系統設計學位學程、會計丙班。適用大一英文初級、中級學生。
3205,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 商311 陳彥京,60,32,金融學院專班(風保、財算)。適用大一英文中高級以上學生。
3206,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 商305 陳柏軒,60,54,金融學院專班(風保、財算)。適用大一英文初級、中級學生。
3207,專業溝通英文(二),1,必修,大二英文綜合班,(一)02-04 資電102 蔡靜玲,60,53,金融學院專班(風保、財算)。適用大一英文初級、中級學生。
3208,專業溝通英文(二),1,必修,大二英文綜合班,(五)02-04 人407 林德修,60,40,纖複、材料、航太、資訊(甲班)、經濟學系。適用大一英文中高級以上學生。
3209,專業溝通英文(二),1,必修,大二英文綜合班,(五)02-04 資電103 曾羿凱,60,40,纖複、材料、航太、資訊(甲班)、經濟學系。適用大一英文中高級以上學生。
3210,專業溝通英文(二),1,必修,大二英文綜合班,(五)02-04 人507 張淑英,60,38,纖複、材料、航太、資訊(甲班)、經濟學系。適用大一英文中高級以上學生。
